Pokemon,Rank,Count,n,Percent
Flutter Mane,1,670038,807139,0.8301395422597595
Iron Bundle,2,477869,807139,0.5920529177750053
Great Tusk,3,358174,807139,0.4437575188412405
Dragonite,4,260431,807139,0.32265941801845777
Arcanine,5,355436,807139,0.44036529024121
Amoonguss,6,422997,807139,0.5240695840493397
Kingambit,7,236855,807139,0.2934500748941632
Iron Hands,8,423127,807139,0.5242306467659226
Gholdengo,9,298255,807139,0.36952123488023747
Maushold,10,237508,807139,0.29425910530899885
Dondozo,11,134552,807139,0.16670238955124211
Tatsugiri,12,132814,807139,0.1645491049249262
Palafin,13,248468,807139,0.30783793126091047
Talonflame,14,213712,807139,0.26477719451048704
Roaring Moon,15,220259,807139,0.2728885607063963
Torkoal,16,232883,807139,0.288528989430569
Glimmora,17,88981,807139,0.11024247372509567
Brute Bonnet,18,123365,807139,0.15284232331729727
Armarouge,19,226915,807139,0.28113497179544045
Indeedee-F,20,227936,807139,0.282399933592603
Baxcalibur,21,138990,807139,0.17220082290658734
Tyranitar,22,160792,807139,0.1992122794215123
Annihilape,23,218800,807139,0.2710809414487467
Gothitelle,24,122556,807139,0.1518400176425622
Murkrow,25,99049,807139,0.12271616165245391
Ceruledge,26,117243,807139,0.1452575083102167
Iron Jugulis,27,68792,807139,0.08522943383977233
Garganacl,28,129564,807139,0.16052253701035385
Lilligant,29,60547,807139,0.07501434077649574
Sylveon,30,78880,807139,0.09772790064660486
Hatterene,31,63219,807139,0.07832479907426106
Volcarona,32,89036,807139,0.11031061564364998
Pelipper,33,103963,807139,0.1288043323392873
Grimmsnarl,34,127556,807139,0.158034737511135
Mimikyu,35,47934,807139,0.05938754043603394
Iron Moth,36,77133,807139,0.09556346552452552
Garchomp,37,113691,807139,0.14085677931558258
Corviknight,38,57189,807139,0.07085396691276223
Rotom-Wash,39,48020,807139,0.059494089617773395
Gastrodon,40,86315,807139,0.10693944909117264
Iron Treads,41,23384,807139,0.02897146588134138
Meowscarada,42,108061,807139,0.13388152474356957
Scream Tail,43,68325,807139,0.08465084700404762
Abomasnow,44,46139,807139,0.0571636360032163
Flamigo,45,31464,807139,0.03898213318895506
Sandy Shocks,46,58187,807139,0.07209043299852938
Hydreigon,47,77722,807139,0.09629320352504339
Salamence,48,19823,807139,0.024559586390943817
Azumarill,49,29565,807139,0.0366293785828711
Farigiraf,50,51116,807139,0.06332986016039369
Lycanroc,51,28018,807139,0.03471273225553467
Scizor,52,54734,807139,0.06781235945729298
Sableye,53,59767,807139,0.07404796447699838
Klefki,54,21426,807139,0.026545613580808262
Dragapult,55,49247,807139,0.061014273873521166
Gyarados,56,33140,807139,0.04105860328890067
Bellibolt,57,25313,807139,0.031361388806636775
Pawmot,58,24766,807139,0.03068368645301491
Houndstone,59,20268,807139,0.025110916459246797
Hariyama,60,15637,807139,0.01937336691697465
Orthworm,61,18082,807139,0.02240258493270676
Vivillon,62,10464,807139,0.012964309740949205
Umbreon,63,20967,807139,0.025976938296873277
Tinkaton,64,31080,807139,0.03850637870304867
Medicham,65,7217,807139,0.008941458658298013
Skeledirge,66,43877,807139,0.054361144734673954
Tauros-Paldea-Aqua,67,24919,807139,0.030873244880993238
Gardevoir,68,21584,807139,0.026741366728655163
Stonjourner,69,10595,807139,0.013126611401505813
Kilowattrel,70,32820,807139,0.040662141217312014
Espathra,71,26493,807139,0.03282334269561996
Oranguru,72,30034,807139,0.03721044330654324
Iron Valiant,73,37850,807139,0.04689402940509627
Tauros-Paldea-Blaze,74,17945,807139,0.02223284960830786
Cetitan,75,17516,807139,0.021701342643584313
Rotom-Heat,76,14355,807139,0.017785040742672575
Gallade,77,19453,807139,0.024101177120669427
Arboliva,78,30482,807139,0.03776549020676736
Jumpluff,79,9840,807139,0.012191208701351316
Slither Wing,80,15773,807139,0.019541863297399827
Magnezone,81,12149,807139,0.015051930336658246
Rotom-Mow,82,5765,807139,0.007142512008464465
Hawlucha,83,7647,807139,0.009474204566995275
Tsareena,84,11501,807139,0.014249094641691207
Bronzong,85,11822,807139,0.014646795657253584
Lucario,86,11105,807139,0.01375847282810024
Quaquaval,87,18967,807139,0.023499050349444148
Dachsbun,88,7377,807139,0.009139689694092344
Misdreavus,89,7949,807139,0.009848365647057074
Breloom,90,23275,807139,0.028836420988206494
Toxtricity,91,10218,807139,0.012659529523415421
Iron Thorns,92,13879,807139,0.017195303411184443
Brambleghast,93,10853,807139,0.01344625894672417
Grafaiai,94,17898,807139,0.022174619241543278
Coalossal,95,9782,807139,0.01211934995087587
Raichu,96,16882,807139,0.02091585216424928
Ditto,97,6002,807139,0.007436141730234817
Pincurchin,98,17417,807139,0.021578687190186574
Dragalge,99,5392,807139,0.006680385906268933
Toxapex,100,10119,807139,0.012536874070017679
Lurantis,101,4201,807139,0.005204803633574886
Staraptor,102,7819,807139,0.00968730293047418
Luxray,103,5576,807139,0.006908351597432413
Houndoom,104,4175,807139,0.005172591090258308
Bombirdier,105,4918,807139,0.006093126462728229
Greedent,106,2885,807139,0.003574353364166519
Vaporeon,107,10975,807139,0.013597410111517346
Mismagius,108,2614,807139,0.003238599547289872
Gengar,109,18020,807139,0.022325770406336456
Slowking,110,9419,807139,0.011669613288417485
Krookodile,111,9623,807139,0.011922357859055255
Eelektross,112,6091,807139,0.007546407743895413
Drifblim,113,13129,807139,0.01626609543089852
Indeedee,114,6598,807139,0.008174552338568697
Zoroark,115,8817,807139,0.010923769016241317
Clodsire,116,15768,807139,0.019535668577531255
Scovillain,117,11724,807139,0.014525379147829556
Florges,118,8692,807139,0.010768901019526995
Mudsdale,119,10954,807139,0.01357139228806934
Goodra,120,10008,807139,0.012399351288935363
Weavile,121,4639,807139,0.005747461094061866
Salazzle,122,6295,807139,0.007799152314533184
Toedscruel,123,9956,807139,0.012334926202302206
Barraskewda,124,8195,807139,0.010153145864590858
Slaking,125,9264,807139,0.011477576972491728
Lumineon,126,3187,807139,0.0039485144442283175
Revavroom,127,5146,807139,0.00637560568873515
Braviary,128,7859,807139,0.009736860689422764
Frosmoth,129,5544,807139,0.006868705390273546
Noivern,130,6173,807139,0.0076480011497400075
Glaceon,131,6133,807139,0.007598443390791425
Chansey,132,2034,807139,0.0025200120425354247
Copperajah,133,2188,807139,0.0027108094144874676
Rabsca,134,8834,807139,0.010944831063794465
Hippowdon,135,5840,807139,0.007235432806493057
Appletun,136,5031,807139,0.006233127131757975
Glalie,137,1366,807139,0.0016923974680940954
Pikachu,138,2943,807139,0.0036462121146419637
Drednaw,139,7775,807139,0.009632789395630741
Electrode,140,4405,807139,0.005457548204212658
Spiritomb,141,6366,807139,0.007887117336666919
Slowbro,142,5340,807139,0.006615960819635776
Avalugg,143,3281,807139,0.004064975177757487
Clawitzer,144,6864,807139,0.008504111435576773
Bisharp,145,5952,807139,0.007374194531549089
Dudunsparce,146,8888,807139,0.01101173403837505
Lokix,147,3434,807139,0.004254533605735815
Espeon,148,5279,807139,0.006540385237239187
Hypno,149,844,807139,0.0010456687138150926
Golduck,150,2247,807139,0.0027839071089366266
Scyther,151,2935,807139,0.0036363005628522473
Pachirisu,152,6975,807139,0.008641634216659089
Grumpig,153,5555,807139,0.006882333773984407
Beartic,154,4565,807139,0.005655779240006988
Floette,155,79,807139,9.78765739234506e-05
Camerupt,156,3617,807139,0.00448126035292558
Jolteon,157,6491,807139,0.008041985333381239
Flapple,158,2371,807139,0.002937536161677233
Floatzel,159,6473,807139,0.008019684341854377
Cryogonal,160,2204,807139,0.0027306325180669003
Oricorio-Pom-Pom,161,5750,807139,0.007123927848858747
Dugtrio,162,2068,807139,0.0025621361376417197
Oricorio-Sensu,163,4492,807139,0.005565336329925824
Tropius,164,3113,807139,0.0038568325901734398
Wigglytuff,165,1675,807139,0.002075231155971896
Cacturne,166,1893,807139,0.002345320942241671
Bruxish,167,3364,807139,0.0041678075275757955
Froslass,168,4851,807139,0.006010117216489353
Rotom-Frost,169,2271,807139,0.002813641764305776
Lycanroc-Midnight,170,1628,807139,0.002017000789207311
Oricorio,171,1353,807139,0.0016762911964358059
Falinks,172,1675,807139,0.002075231155971896
Scatterbug,173,24,807139,2.973465536914955e-05
Leafeon,174,3573,807139,0.00442674681808214
Slowpoke,175,1596,807139,0.001977354582048445
Haxorus,176,5223,807139,0.006471004374711171
Veluza,177,1573,807139,0.0019488588706530101
Lycanroc-Dusk,178,2989,807139,0.003703203537432834
Skuntank,179,985,807139,0.0012203598141088462
Mabosstiff,180,2646,807139,0.0032782457544487382
Masquerain,181,4606,807139,0.005706575942929285
Rotom-Fan,182,678,807139,0.0008400040141784748
Cyclizar,183,7980,807139,0.009886772910242226
Altaria,184,5826,807139,0.007218087590861053
Ursaring,185,4001,807139,0.0049570148388319735
Stantler,186,2032,807139,0.0025175341545879953
Flareon,187,2163,807139,0.0026798358151446035
Ampharos,188,3439,807139,0.004260728325604388
Squawkabilly,189,1954,807139,0.002420896524638259
Sawsbuck,190,1078,807139,0.0013355816036643008
Banette,191,1502,807139,0.001860893848519276
Whiscash,192,315,807139,0.00039026735172008786
Honchkrow,193,2391,807139,0.002962315041151524
Crabominable,194,2503,807139,0.0031010767662075552
Heracross,195,3658,807139,0.0045320570558478775
Blissey,196,3416,807139,0.004232232614208953
Eiscue,197,1869,807139,0.0023155862868725215
Palossand,198,3251,807139,0.0040278068585460495
Magneton,199,1219,807139,0.0015102727039580544
Toxicroak,200,3512,807139,0.004351171235685551
Dunsparce,201,851,807139,0.0010543413216310945
Polteageist,202,2688,807139,0.0033302814013447496
Sandaconda,203,1437,807139,0.0017803624902278294
Cloyster,204,3917,807139,0.00485294354503995
Gogoat,205,2203,807139,0.002729393574093186
Pyroar,206,1139,807139,0.001411157186060889
Sunflora,207,1448,807139,0.0017939908739386897
Basculin,208,957,807139,0.0011856693828448384
Tauros-Paldea-Combat,209,500,807139,0.0006194719868572823
Sudowoodo,210,839,807139,0.0010394739939465197
Qwilfish,211,793,807139,0.0009824825711556497
Forretress,212,2756,807139,0.0034145295915573404
Zangoose,213,1058,807139,0.0013108027241900094
Venomoth,214,850,807139,0.00105310237765738
Klawf,215,2081,807139,0.002578242409300009
Oinkologne,216,484,807139,0.0005996488832778493
Jigglypuff,217,369,807139,0.0004571703263006744
Smoliv,218,20,807139,2.4778879474291295e-05
Fletchinder,219,157,807139,0.00019451420387318666
Passimian,220,687,807139,0.0008511545099419059
Muk,221,2494,807139,0.0030899262704441243
Toedscool,222,941,807139,0.0011658462792654054
Donphan,223,1890,807139,0.002341604110320527
Girafarig,224,406,807139,0.0005030112533281133
Persian,225,1468,807139,0.001818769753412981
Primeape,226,2062,807139,0.0025547024737994323
Gothorita,227,2300,807139,0.0028495711395434987
Dedenne,228,1071,807139,0.0013269089958482987
Spidops,229,1180,807139,0.0014619538889831863
Komala,230,618,807139,0.0007656673757556009
Fletchling,231,161,807139,0.0001994699797680449
Oricorio-Pa'u,232,401,807139,0.0004968165334595404
Arrokuda,233,4,807139,4.955775894858259e-06
Delibird,234,1014,807139,0.0012562891893465686
Magikarp,235,107,807139,0.00013256700518745842
Sunkern,236,68,807139,8.42481902125904e-05
Sneasel,237,578,807139,0.0007161096168070184
Morgrem,238,311,807139,0.0003853115758252296
Zweilous,239,131,807139,0.00016230166055660798
Hattrem,240,35,807139,4.336303908000976e-05
Naclstack,241,617,807139,0.0007644284317818864
Wugtrio,242,1254,807139,0.001553635743038064
Alomomola,243,1263,807139,0.0015647862388014952
Vespiquen,244,519,807139,0.000643011922357859
Shroomish,245,29,807139,3.592937523772237e-05
Cetoddle,246,12,807139,1.4867327684574775e-05
Drifloon,247,63,807139,7.805347034401758e-05
Bronzor,248,272,807139,0.0003369927608503616
Luvdisc,249,136,807139,0.0001684963804251808
Riolu,250,918,807139,0.0011373505678699703
Snover,251,87,807139,0.00010778812571316712
Kricketune,252,243,807139,0.0003010633856126392
Seviper,253,286,807139,0.0003543379764823655
Pichu,254,63,807139,7.805347034401758e-05
Gumshoos,255,895,807139,0.0011088548564745354
Skwovet,256,4,807139,4.955775894858259e-06
Sliggoo,257,87,807139,0.00010778812571316712
Haunter,258,480,807139,0.000594693107382991
Venonat,259,128,807139,0.00015858482863546428
Oinkologne-F,260,251,807139,0.0003109749374023557
Vigoroth,261,103,807139,0.00012761122929260015
Skiploom,262,61,807139,7.557558239658844e-05
Bramblin,263,35,807139,4.336303908000976e-05
Rotom,264,411,807139,0.0005092059731966861
Nacli,265,8,807139,9.911551789716517e-06
Pineco,266,23,807139,2.8495711395434986e-05
Diglett,267,65,807139,8.05313582914467e-05
Tandemaus,268,99,807139,0.0001226554533977419
Sprigatito,269,63,807139,7.805347034401758e-05
Carkol,270,23,807139,2.8495711395434986e-05
Finizen,271,89,807139,0.00011026601366059626
Tinkatink,272,25,807139,3.097359934286412e-05
Dragonair,273,139,807139,0.0001722132123463245
Hippopotas,274,62,807139,7.6814526370303e-05
Noibat,275,11,807139,1.362838371086021e-05
Starly,276,48,807139,5.94693107382991e-05
Cacnea,277,140,807139,0.00017345215632003904
Pawniard,278,38,807139,4.707987100115346e-05
Axew,279,26,807139,3.221254331657868e-05
Finneon,280,12,807139,1.4867327684574775e-05
Impidimp,281,16,807139,1.9823103579433035e-05
Litleo,282,14,807139,1.7345215632003905e-05
Phanpy,283,42,807139,5.203564689601171e-05
Marill,284,63,807139,7.805347034401758e-05
Lechonk,285,135,807139,0.00016725743645146622
Crocalor,286,256,807139,0.00031716965727092856
Wattrel,287,90,807139,0.00011150495763431082
Gabite,288,14,807139,1.7345215632003905e-05
Cufant,289,13,807139,1.610627165828934e-05
Numel,290,288,807139,0.00035681586442979464
Flittle,291,13,807139,1.610627165828934e-05
Swalot,292,304,807139,0.0003766389680092277
Pupitar,293,49,807139,6.070825471201367e-05
Psyduck,294,39,807139,4.831881497486802e-05
Shellder,295,3,807139,3.716831921143694e-06
Drowzee,296,73,807139,9.044291008116322e-05
Eelektrik,297,83,807139,0.00010283234981830886
Greavard,298,16,807139,1.9823103579433035e-05
Voltorb,299,56,807139,6.938086252801562e-05
Arctibax,300,28,807139,3.469043126400781e-05
Foongus,301,125,807139,0.00015486799671432058
Floragato,302,49,807139,6.070825471201367e-05
Buizel,303,34,807139,4.21240951062952e-05
Grimer,304,12,807139,1.4867327684574775e-05
Wooper-Paldea,305,36,807139,4.460198305372433e-05
Wiglett,306,13,807139,1.610627165828934e-05
Dolliv,307,6,807139,7.433663842287388e-06
Quaxwell,308,24,807139,2.973465536914955e-05
Tinkatuff,309,33,807139,4.088515113258063e-05
Eevee,310,100,807139,0.00012389439737145648
Rockruff,311,26,807139,3.221254331657868e-05
Drakloak,312,33,807139,4.088515113258063e-05
Pawmo,313,27,807139,3.345148729029325e-05
Meditite,314,278,807139,0.000344426424692649
Spewpa,315,39,807139,4.831881497486802e-05
Tarountula,316,78,807139,9.663762994973604e-05
Shelgon,317,47,807139,5.823036676458454e-05
Gulpin,318,56,807139,6.938086252801562e-05
Skrelp,319,1,807139,1.2389439737145647e-06
Kirlia,320,40,807139,4.955775894858259e-05
Ralts,321,60,807139,7.433663842287388e-05
Snorunt,322,29,807139,3.592937523772237e-05
Surskit,323,52,807139,6.442508663315736e-05
Pawmi,324,35,807139,4.336303908000976e-05
Gastly,325,39,807139,4.831881497486802e-05
Flaaffy,326,27,807139,3.345148729029325e-05
Snom,327,4,807139,4.955775894858259e-06
Deino,328,4,807139,4.955775894858259e-06
Azurill,329,31,807139,3.84072631851515e-05
Silicobra,330,17,807139,2.10620475531476e-05
Magnemite,331,16,807139,1.9823103579433035e-05
Bergmite,332,2,807139,2.4778879474291294e-06
Fidough,333,1,807139,1.2389439737145647e-06
Zorua,334,4,807139,4.955775894858259e-06
Rufflet,335,3,807139,3.716831921143694e-06
Makuhita,336,16,807139,1.9823103579433035e-05
Skiddo,337,7,807139,8.672607816001953e-06
Shuppet,338,2,807139,2.4778879474291294e-06
Salandit,339,44,807139,5.451353484344084e-05
Larvesta,340,11,807139,1.362838371086021e-05
Maschiff,341,11,807139,1.362838371086021e-05
Varoom,342,14,807139,1.7345215632003905e-05
Sandygast,343,6,807139,7.433663842287388e-06
Frigibax,344,3,807139,3.716831921143694e-06
Mudbray,345,8,807139,9.911551789716517e-06
Mareanie,346,18,807139,2.2300991526862165e-05
Wingull,347,2,807139,2.4778879474291294e-06
Mareep,348,69,807139,8.548713418630496e-05
Mankey,349,15,807139,1.858415960571847e-05
Clauncher,350,7,807139,8.672607816001953e-06
Kricketot,351,1,807139,1.2389439737145647e-06
Steenee,352,2,807139,2.4778879474291294e-06
Barboach,353,6,807139,7.433663842287388e-06
Fuecoco,354,32,807139,3.964620715886607e-05
Shroodle,355,46,807139,5.699142279086997e-05
Quaxly,356,21,807139,2.6017823448005856e-05
Corvisquire,357,4,807139,4.955775894858259e-06
Spoink,358,3,807139,3.716831921143694e-06
Larvitar,359,40,807139,4.955775894858259e-05
Gothita,360,6,807139,7.433663842287388e-06
Gimmighoul,361,15,807139,1.858415960571847e-05
Bounsweet,362,106,807139,0.00013132806121374385
Staravia,363,2,807139,2.4778879474291294e-06
Dratini,364,1,807139,1.2389439737145647e-06
Shellos,365,20,807139,2.4778879474291295e-05
Bonsly,366,8,807139,9.911551789716517e-06
Igglybuff,367,128,807139,0.00015858482863546428
Toxel,368,13,807139,1.610627165828934e-05
Croagunk,369,14,807139,1.7345215632003905e-05
Swablu,370,13,807139,1.610627165828934e-05
Sandile,371,5,807139,6.194719868572824e-06
Teddiursa,372,13,807139,1.610627165828934e-05
Charcadet,373,3,807139,3.716831921143694e-06
Crabrawler,374,14,807139,1.7345215632003905e-05
Hatenna,375,2,807139,2.4778879474291294e-06
Fraxure,376,17,807139,2.10620475531476e-05
Rellor,377,2,807139,2.4778879474291294e-06
Goomy,378,3,807139,3.716831921143694e-06
Growlithe,379,32,807139,3.964620715886607e-05
Tadbulb,380,10,807139,1.2389439737145647e-05
Yungoos,381,2,807139,2.4778879474291294e-06
Happiny,382,11,807139,1.362838371086021e-05
Glimmet,383,12,807139,1.4867327684574775e-05
Deerling,384,6,807139,7.433663842287388e-06
Combee,385,1,807139,1.2389439737145647e-06
Krokorok,386,4,807139,4.955775894858259e-06
Fomantis,387,3,807139,3.716831921143694e-06
Houndour,388,9,807139,1.1150495763431082e-05
Sinistea,389,2,807139,2.4778879474291294e-06
Capsakid,390,45,807139,5.575247881715541e-05
Nymble,391,7,807139,8.672607816001953e-06
Flabebe,392,5,807139,6.194719868572824e-06
